# timestamp tx ty tz qx qy qz qw
1341847980.722988 0.0 0.0 0.0 0.0 0.0 0.0 1.0
1341847980.754743 -0.002167958067730069 0.0012253799941390753 0.00016683986177667975 -0.00040462627657689154 0.0005442129331640899 -0.0002968535991385579 0.9999997019767761
1341847980.786856 -0.007058573886752129 -0.0010955976322293282 0.0023304116912186146 -0.0005929477629251778 0.0010929419659078121 -0.0009602842619642615 0.9999987483024597
1341847980.822978 -0.005646063946187496 -0.0009341869736090302 0.0007812660187482834 0.00038634685915894806 0.0006463027675636113 -0.00177177379373461 0.999998152256012
1341847980.854676 -0.005880769807845354 0.0004290571669116616 -0.0004939999198541045 0.0006706307176500559 0.0010156064527109265 -0.00220027519389987 0.9999968409538269
1341847980.890728 -0.009344493970274925 -0.00018569029634818435 -1.1648109648376703e-05 0.0006530163809657097 0.0016782728489488363 -0.0023042955435812473 0.9999957084655762
1341847980.922978 -0.009456586092710495 -0.0004449953557923436 -0.0010454112198203802 0.0009547002846375108 0.0013692551292479038 -0.0028523884247988462 0.9999945163726807
1341847980.954645 -0.00787187647074461 0.0008129922207444906 -0.003068998223170638 0.0009677508496679366 0.0014009936712682247 -0.0031265944708138704 0.9999936819076538
1341847980.990699 -0.013192236423492432 -0.00031717855017632246 -0.0015786279691383243 0.0005527336616069078 0.0026603166479617357 -0.003200857201591134 0.9999911785125732
1341847981.022715 -0.013219699263572693 6.932689575478435e-05 -0.003104252740740776 0.0009209514828398824 0.002378334291279316 -0.0031381433364003897 0.9999918341636658
1341847981.054711 -0.014347614720463753 4.865459050051868e-05 -0.002891602460294962 0.0006933999247848988 0.0025045531801879406 -0.0032524527050554752 0.9999913573265076
1341847981.090715 -0.015400608070194721 0.00017272564582526684 -0.00285894563421607 0.0009837335674092174 0.003203981090337038 -0.003317400813102722 0.999988853931427
1341847981.122985 -0.01743711158633232 -0.0001899070048239082 -0.004226300865411758 0.0011852395255118608 0.004074163269251585 -0.0030350873712450266 0.9999864101409912
1341847981.158632 -0.02009427174925804 0.0008967068279162049 -0.004902830347418785 0.0010113070020452142 0.004525494761765003 -0.0018551124958321452 0.9999875426292419
1341847981.190636 -0.023491349071264267 0.00026051915483549237 -0.004160154145210981 0.000653304741717875 0.004903875757008791 -0.00023690529633313417 0.9999877214431763
1341847981.222978 -0.026467489078640938 -0.0008062907145358622 -0.004584163893014193 0.0011954106157645583 0.005030642729252577 0.0013898363104090095 0.9999856948852539
1341847981.258722 -0.026509162038564682 0.000663182872813195 -0.007100262679159641 0.0015194404404610395 0.004147721454501152 0.0029022670350968838 0.9999860525131226
1341847981.290787 -0.02687360718846321 -0.0009439399582333863 -0.007123348768800497 0.0011738803004845977 0.003996317740529776 0.0034310645423829556 0.9999854564666748
1341847981.322892 -0.02793845534324646 -0.0009673434542492032 -0.008470513857901096 0.0015521954046562314 0.005125001538544893 0.0033414263743907213 0.999980092048645
1341847981.35869 -0.03291838616132736 -0.0002948351902887225 -0.009863538667559624 0.001906558871269226 0.0064631192944943905 0.003634451422840357 0.9999706745147705
1341847981.39081 -0.03959037363529205 4.6797271352261305e-05 -0.009599502198398113 0.0020156390964984894 0.007210240699350834 0.004637771751731634 0.9999611973762512
1341847981.426707 -0.043878450989723206 -0.00018444276065565646 -0.010967714712023735 0.0026105542201548815 0.007092876825481653 0.005675559397786856 0.9999553561210632
1341847981.458797 -0.04508266970515251 0.0016257708193734288 -0.014439311809837818 0.0029588264878839254 0.006559360306710005 0.0064188637770712376 0.9999535083770752
1341847981.490701 -0.05006899684667587 0.0017037532525137067 -0.014599300920963287 0.0027576633729040623 0.00726837245747447 0.0066196126863360405 0.9999478459358215
1341847981.527039 -0.05444543808698654 0.0018378236563876271 -0.016920052468776703 0.003337996080517769 0.007965872064232826 0.00617717020213604 0.9999436140060425
1341847981.558722 -0.05857078731060028 0.0037907788064330816 -0.018690383061766624 0.0034438585862517357 0.00870310328900814 0.005740117281675339 0.9999397397041321
1341847981.594855 -0.0661567747592926 0.0023100345861166716 -0.01799490675330162 0.0037208953872323036 0.010581542737782001 0.005075239576399326 0.9999241828918457
1341847981.626675 -0.07238635420799255 0.005769361741840839 -0.021030258387327194 0.005381308495998383 0.011731760576367378 0.005418496206402779 0.9999020099639893
